favorite,underdog,spread,outcome,fave.name,underdog.name,week
24,7,9,17,NYG,IND,9
10,13,1,-3,NE,IND,10
17,3,3,14,MIA,NYJ,10
7,17,3.5,-10,DET,MIN,10
16,17,6.5,-1,KC,SEA,10
35,7,7,28,NO,TB,10
30,24,9,6,CHI,ATL,10
45,14,12.5,31,BUF,PHX,10
31,7,3,24,NYG,LAN,10
19,7,3,12,SD,DEN,10
16,29,7,-13,LAA,GB,10
24,6,10,18,SF,DAL,10
28,14,3,14,PHA,WAS,10
14,0,14.5,14,BUF,NE,11
16,13,2.5,3,CHI,DEN,11
24,21,5,3,GB,PHX,11
35,23,3,12,HOU,CLE,11
27,10,4,17,KC,SD,11
21,24,9,-3,LAN,DAL,11
20,0,13,20,NYG,DET,11
14,17,2,-3,NYJ,IND,11
24,23,1,1,PHA,ATL,11
31,7,14,24,SF,TB,11
21,24,3.5,-3,SEA,MIN,11
31,17,5,14,WAS,NO,11
27,3,2.5,24,CIN,PIT,11
10,13,3.5,-3,MIA,LAA,11
27,40,0,-13,DEN,DET,12
17,27,6,-10,WAS,DAL,12
34,14,5,20,PHX,NE,12
13,41,2.5,-28,CHI,MIN,12
20,34,11.5,-14,CIN,IND,12
20,10,7.5,10,GB,TB,12
24,27,4,-3,LAA,KC,12
30,13,5.5,17,MIA,CLE,12
10,7,6,3,NO,ATL,12
13,31,3,-18,NYG,PHA,12
24,7,3,17,PIT,NYJ,12
17,28,11,-11,SF,LAN,12
10,13,4,-3,SD,SEA,12
27,24,3,3,HOU,BUF,12
37,7,7,30,KC,NE,13
17,23,2.5,-6,ATL,TB,13
30,23,3,7,BUF,PHA,13
23,17,8.5,6,CHI,DET,13
23,20,2.5,3,LAA,DEN,13
38,23,3.5,15,LAN,CLE,13
23,7,5,16,MIN,GB,13
13,17,1,-4,NO,DAL,13
12,16,4,-4,PIT,CIN,13
20,17,2.5,3,PHX,IND,13
38,17,6.5,21,SD,NYJ,13
13,10,0,3,SEA,HOU,13
42,20,3,22,WAS,MIA,13
7,3,3.5,4,SF,NYG,13
24,3,13.5,21,PIT,NE,14
13,24,4.5,-11,ATL,PHX,14
31,7,5.5,24,BUF,IND,14
14,20,3.5,-6,GB,SEA,14
58,14,13,44,HOU,CLE,14
31,20,7.5,11,KC,DEN,14
20,24,5,-4,LAN,NO,14
23,20,2,3,MIA,PHA,14
23,15,6.5,8,NYG,MIN,14
20,17,4,3,SF,CIN,14
10,9,4,1,WAS,CHI,14
38,31,3,7,LAA,DET,14
13,17,3.5,-4,NYG,BUF,15
25,10,13,15,WAS,NE,15
10,13,1,-3,ATL,CLE,15
21,38,3,-17,CHI,DET,15
41,10,5.5,31,DAL,PHX,15
20,10,0,10,DEN,SD,15
10,27,3.5,-17,KC,HOU,15
24,7,5.5,17,LAA,CIN,15
24,17,5.5,7,MIA,SEA,15
13,26,6,-13,MIN,TB,15
6,9,2.5,-3,NO,PIT,15
21,29,3.5,-8,NYJ,IND,15
31,0,10,31,PHA,GB,15
26,10,6,16,SF,LAN,15
24,17,3.5,7,DET,GB,16
28,24,0,4,LAA,MIN,16
28,35,6,-7,WAS,IND,16
42,7,7,35,NYJ,NE,16
24,14,3.5,10,BUF,MIA,16
27,14,7,13,CHI,TB,16
20,40,2.5,-20,HOU,CIN,16
24,21,2,3,KC,SD,16
13,20,3.5,-7,LAN,ATL,16
17,3,7,14,PHA,DAL,16
35,0,10.5,35,PIT,CLE,16
24,21,6.5,3,NYG,PHX,16
10,13,9,-3,SF,NO,16
17,12,5,5,SEA,DEN,16
21,10,1,11,KC,CHI,17
23,21,7.5,2,PHA,PHX,17
23,17,7.5,6,MIA,IND,17
29,14,5,15,WAS,BUF,17
21,14,16.5,7,CIN,CLE,17
26,7,1,19,ATL,DAL,17
13,10,14,3,NYG,NE,17
20,17,3,3,SF,MIN,17
30,10,3,20,SEA,DET,17
22,13,7.5,9,DEN,GB,17
14,16,3.5,-2,TB,NYJ,17
17,12,9.5,5,LAA,SD,17
14,34,1.5,-20,PIT,HOU,17
20,17,6,3,NO,LAN,17
7,16,9,-9,IND,NE,1
16,13,2.5,3,NYJ,TB,1
26,14,2,12,DAL,CLE,1
27,24,3.5,3,NO,SEA,1
14,3,7,11,KC,ATL,1
20,3,1.5,17,PHA,GB,1
10,6,2,4,CHI,MIN,1
26,20,5,6,PIT,SD,1
45,14,2,31,DEN,CIN,1
14,24,7,-10,LAN,PHX,1
47,17,2.5,30,HOU,LAA,1
35,31,7,4,BUF,MIA,1
45,0,7.5,45,WAS,DET,1
16,14,2,2,NYG,SF,1
0,20,1,-20,NE,CLE,2
10,17,6,-7,KC,NO,2
10,26,6,-16,PHA,PHX,2
19,20,1,-1,ATL,MIN,2
17,6,8,11,MIA,IND,2
52,34,7,18,BUF,PIT,2
23,14,2,9,DET,GB,2
13,19,7,-6,NYG,LAN,2
21,20,3,1,CHI,TB,2
16,13,4,3,LAA,DEN,2
34,14,12,20,SF,SD,2
20,13,5,7,SEA,NYJ,2
7,30,2,-23,CIN,HOU,2
33,31,2,2,WAS,DAL,2
20,6,14,14,PIT,NE,3
13,14,3.5,-1,CIN,CLE,3
34,0,9,34,WAS,PHX,3
13,17,2,-4,MIA,DET,3
14,17,3,-3,SF,MIN,3
0,24,3,-24,DAL,PHA,3
17,20,1.5,-3,NYG,CHI,3
15,13,3.5,2,GB,TB,3
10,13,2,-3,SD,ATL,3
16,0,7.5,16,LAA,IND,3
16,10,6,6,DEN,SEA,3
23,20,8,3,BUF,NYJ,3
24,7,3,17,NO,LAN,3
17,7,4,10,HOU,KC,3
20,24,12.5,-4,HOU,NE,4
17,10,8,7,BUF,TB,4
27,19,9,8,DEN,SD,4
33,24,1.5,9,DET,IND,4
20,13,8,7,KC,SEA,4
17,21,2,-4,LAA,ATL,4
16,13,7.5,3,MIA,GB,4
26,0,3,26,NO,MIN,4
13,10,12.5,3,NYG,CLE,4
23,14,3,9,PHA,PIT,4
27,10,8.5,17,SF,LAN,4
34,27,4,7,WAS,CIN,4
9,17,1,-8,PHX,DAL,4
19,13,8,6,CHI,NYJ,4
24,10,7.5,14,PHX,NE,5
35,20,7.5,15,BUF,CHI,5
31,3,5,28,DET,TB,5
14,13,4.5,1,KC,SD,5
23,21,4,2,LAN,GB,5
23,41,3,-18,MIA,NYJ,5
16,21,2.5,-5,NYG,DAL,5
27,6,1.5,21,NO,ATL,5
6,12,1.5,-6,SF,LAA,5
31,3,7,28,SEA,IND,5
6,13,5,-7,MIN,DEN,5
23,0,6,23,WAS,PHA,5
20,10,6.5,10,MIA,NE,6
42,14,7.5,28,HOU,DEN,6
20,17,2.5,3,DAL,GB,6
24,20,3,4,DET,MIN,6
17,14,1.5,3,NYJ,CLE,6
13,14,4,-1,PHA,TB,6
7,13,3,-6,CIN,SEA,6
20,7,2.5,13,WAS,CHI,6
20,9,9.5,11,NYG,PHX,6
13,21,7.5,-8,LAA,SD,6
21,3,6,18,PIT,IND,6
6,33,3,-27,BUF,KC,6
42,6,19.5,36,BUF,IND,7
35,23,6.5,12,DAL,CIN,7
23,20,3,3,HOU,NYJ,7
42,7,6.5,35,KC,MIA,7
30,24,3.5,6,LAN,SD,7
34,7,7,27,MIN,PHX,7
13,6,4,7,NO,PHA,7
34,39,10.5,-5,SF,ATL,7
42,17,13.5,25,WAS,CLE,7
20,23,2.5,-3,SEA,LAA,7
23,20,3.5,3,NYG,PIT,7
10,0,5.5,10,CHI,GB,8
23,26,7,-3,MIN,NE,8
17,6,12,11,NYJ,IND,8
23,7,12.5,16,NO,TB,8
24,30,5.5,-6,SD,CLE,8
16,19,1,-3,KC,DEN,8
17,13,4,4,HOU,MIA,8
7,27,4,-20,PIT,SEA,8
10,16,2,-6,ATL,PHX,8
35,3,7,32,SF,DET,8
20,17,4,3,LAA,LAN,8
35,16,13,19,BUF,CIN,8
9,6,6.5,3,DEN,NE,9
35,3,13,32,HOU,CIN,9
17,20,6.5,-3,NO,CHI,9
0,27,2.5,-27,TB,GB,9
31,14,2,17,ATL,LAN,9
17,14,1.5,3,CLE,PIT,9
23,7,4,16,SF,PHA,9
34,10,2.5,24,DET,DAL,9
28,0,2.5,28,MIN,PHX,9
20,9,6,11,SEA,SD,9
13,17,1.5,-4,NYG,WAS,9
24,21,6.5,3,KC,LAA,9
22,17,17.5,5,BUF,NE,10
14,17,5,-3,SF,ATL,10
21,23,2.5,-2,CLE,CIN,10
20,10,6,10,CHI,DET,10
19,16,7,3,NYJ,GB,10
16,13,6.5,3,WAS,HOU,10
27,7,9,20,DAL,PHX,10
28,13,11.5,15,MIN,TB,10
24,17,4,7,NO,LAN,10
10,6,10,4,MIA,IND,10
20,13,6.5,7,DEN,PIT,10
7,30,4,-23,NYG,PHA,10
30,20,6.5,10,MIA,NE,11
34,24,7,10,BUF,GB,11
27,33,1.5,-6,CIN,PIT,11
30,32,1,-2,CLE,PHA,11
16,17,3,-1,DEN,LAA,11
21,30,3.5,-9,DET,TB,11
26,23,9,3,HOU,DAL,11
27,20,4,7,KC,LAN,11
10,3,5.5,7,NO,SF,11
21,14,7,7,NYG,PHX,11
27,28,13.5,-1,NYJ,IND,11
14,17,2,-3,SEA,SD,11
56,17,12,39,WAS,ATL,11
17,34,3,-17,MIN,CHI,11
28,21,2.5,7,NYJ,NE,12
43,7,6,36,ATL,TB,12
31,17,9.5,14,CHI,IND,12
21,10,4,11,DET,LAN,12
28,24,13,4,HOU,CLE,12
20,24,6.5,-4,KC,DEN,12
31,7,4,24,LAA,SEA,12
35,21,3,14,MIN,GB,12
21,24,4.5,-3,NO,SD,12
22,9,6,13,NYG,DAL,12
17,10,9,7,PHA,CIN,12
14,10,10.5,4,SF,PHX,12
41,14,7,27,WAS,PIT,12
41,27,4,14,BUF,MIA,12
13,16,8,-3,BUF,NE,13
21,24,12,-3,WAS,DAL,13
14,34,6,-20,MIN,DET,13
14,26,6.5,-12,HOU,PIT,13
14,10,7,4,GB,IND,13
15,20,4,-5,KC,CLE,13
38,14,6.5,24,LAA,CIN,13
13,16,7.5,-3,CHI,MIA,13
21,14,9,7,NYG,TB,13
34,14,6,20,PHA,PHX,13
13,10,3,3,SEA,DEN,13
24,3,4.5,21,NYJ,SD,13
20,23,6.5,-3,NO,ATL,13
33,10,3,23,SF,LAN,13
16,6,3,10,DET,CHI,14
20,10,6.5,10,DAL,PIT,14
20,3,8,17,DEN,NE,14
31,0,5.5,31,CLE,IND,14
24,13,9,11,BUF,NYJ,14
33,14,9.5,19,MIA,TB,14
27,6,11,21,WAS,LAN,14
6,19,1.5,-13,SEA,KC,14
38,24,5,14,SF,NO,14
24,27,7,-3,NYG,CIN,14
35,31,8.5,4,ATL,GB,14
9,7,5,2,LAA,SD,14
6,13,6.5,-7,HOU,PHA,14
23,17,7.5,6,NE,IND,15
7,17,0,-10,CLE,DEN,15
27,13,9.5,14,CHI,GB,15
23,14,2,9,DAL,NO,15
14,19,3,-5,NYG,PHA,15
31,6,10,25,HOU,PIT,15
20,17,9,3,KC,SD,15
20,14,14,6,WAS,PHX,15
31,14,6,17,ATL,LAN,15
27,30,2,-3,LAA,BUF,15
34,20,5,14,DET,NYJ,15
24,22,3.5,2,SF,SEA,15
26,24,4.5,2,MIN,TB,15
37,13,7.5,24,MIA,CIN,15
27,0,12,27,CHI,TB,16
28,14,4.5,14,SF,KC,16
3,6,6.5,-3,NYJ,NE,16
17,10,5.5,7,PIT,CIN,16
13,25,3.5,-12,PHA,DAL,16
26,13,6,13,ATL,SEA,16
21,17,3,4,DET,GB,16
17,14,3,3,HOU,CLE,16
24,19,11.5,5,DEN,PHX,16
20,14,9.5,6,MIN,LAN,16
34,17,9,17,WAS,NYG,16
30,38,0,-8,MIA,SD,16
35,7,12,28,BUF,IND,16
27,0,2,27,NO,LAA,16
20,24,3,-4,HOU,NYG,17
7,27,6,-20,MIN,GB,17
21,27,3.5,-6,LAA,KC,17
17,3,5.5,14,TB,IND,17
22,24,3,-2,WAS,PHA,17
31,27,3.5,4,DAL,ATL,17
27,3,6.5,24,NO,PHX,17
17,10,3,7,PIT,CLE,17
20,23,6,-3,MIA,NYJ,17
14,17,6.5,-3,BUF,DET,17
17,14,2,3,DEN,SD,17
7,29,2,-22,NE,CIN,17
23,9,6,14,SEA,LAN,17
52,14,5,38,SF,CHI,17
15,13,4,2,PHA,NO,1
40,7,11.5,33,BUF,LAN,1
27,24,3.5,3,CHI,DET,1
20,17,3,3,ATL,NYJ,1
24,29,11,-5,HOU,PIT,1
23,20,2,3,MIN,GB,1
3,14,5.5,-11,CLE,IND,1
31,14,3,17,SF,NYG,1
24,10,2.5,14,KC,SD,1
3,21,4,-18,SEA,CIN,1
23,7,1.5,16,TB,PHX,1
17,13,3.5,4,DEN,LAA,1
10,23,2.5,-13,WAS,DAL,1
14,0,3.5,14,LAN,NE,2
24,17,10,7,WAS,ATL,2
34,28,3,6,DAL,NYG,2
28,6,4,22,NO,CHI,2
21,24,2.5,-3,LAA,CIN,2
31,17,3,14,DET,MIN,2
26,7,10.5,19,KC,SEA,2
31,3,2.5,28,TB,GB,2
31,34,3.5,-3,SF,BUF,2
21,13,6.5,8,DEN,SD,2
20,10,9,10,HOU,IND,2
10,27,1.5,-17,NYJ,PIT,2
31,14,6.5,17,PHA,PHX,2
27,23,2.5,4,MIA,CLE,2
6,10,3,-4,NE,SEA,3
23,24,0,-1,CIN,GB,3
30,0,6.5,30,PHA,DEN,3
23,20,5,3,HOU,KC,3
7,10,1.5,-3,ATL,NO,3
31,14,4.5,17,SF,NYJ,3
26,20,7,6,MIN,TB,3
16,28,8,-12,LAA,CLE,3
13,10,9,3,WAS,DET,3
26,10,8.5,16,MIA,LAN,3
31,20,14,11,DAL,PHX,3
6,23,3,-17,SD,PIT,3
38,0,17,38,BUF,IND,3
14,27,5,-13,CHI,NYG,3
41,7,15,34,BUF,NE,4
41,31,4,10,CHI,ATL,4
12,0,3.5,12,DEN,CLE,4
27,0,12,27,HOU,SD,4
7,42,1.5,-35,CIN,MIN,4
23,27,10,-4,DET,TB,4
19,17,6,2,MIA,SEA,4
10,18,0,-8,NYJ,LAN,4
3,17,3.5,-14,PIT,GB,4
16,10,3,6,SF,NO,4
27,7,7,20,KC,LAA,4
10,37,11,-27,BUF,MIA,5
21,20,4,1,MIN,CHI,5
24,10,7.5,14,ATL,GB,5
14,24,9.5,-10,TB,IND,5
7,13,0,-6,DET,NO,5
20,19,1,1,DEN,KC,5
27,24,15,3,SF,LAN,5
13,10,1,3,LAA,NYG,5
17,6,3.5,11,SD,SEA,5
24,27,10,-3,WAS,PHX,5
30,21,8.5,9,NYJ,NE,5
31,7,4.5,24,PHA,DAL,5
24,12,16,12,SF,NE,6
3,20,8.5,-17,BUF,LAA,6
27,0,15,27,DAL,SEA,6
38,24,6.5,14,HOU,CIN,6
21,17,7.5,4,MIA,ATL,6
31,21,7,10,NYG,PHX,6
3,6,2.5,-3,NYJ,IND,6
17,24,2.5,-7,PHA,KC,6
9,17,2.5,-8,PIT,CLE,6
13,10,9.5,3,NO,LAN,6
34,3,9,31,WAS,DEN,6
31,14,5.5,17,MIN,DET,7
16,12,1.5,4,WAS,PHA,7
17,10,4,7,DAL,KC,7
31,14,5.5,17,CHI,TB,7
17,6,3,11,CLE,GB,7
14,34,2,-20,IND,SD,7
56,17,10,39,SF,ATL,7
21,27,2,-6,HOU,DEN,7
17,38,1.5,-21,NYG,LAN,7
19,0,7,19,LAA,SEA,7
30,21,7,9,NO,PHX,7
38,17,15,21,MIA,NE,7
20,0,7.5,20,PIT,CIN,7
19,17,6,2,CLE,NE,8
30,10,3.5,20,CHI,GB,8
28,13,2.5,15,DAL,LAA,8
21,24,1,-3,DEN,SD,8
26,10,16,16,HOU,CIN,8
20,31,13.5,-11,MIA,IND,8
23,10,15,13,NYG,SEA,8
7,3,16,4,PHA,PHX,8
7,38,3,-31,TB,DET,8
15,13,2.5,2,WAS,MIN,8
3,27,7.5,-24,KC,PIT,8
24,20,8,4,BUF,NYJ,8
16,7,19.5,9,BUF,NE,9
13,27,9,-14,DET,GB,9
20,21,2.5,-1,HOU,PIT,9
30,28,4,2,ATL,LAN,9
14,26,6,-12,MIA,NYJ,9
23,21,11,2,NO,TB,9
10,30,1.5,-20,CLE,CIN,9
26,0,6,26,SD,IND,9
20,10,3.5,10,DAL,PHA,9
14,24,12.5,-10,SF,PHX,9
7,24,10.5,-17,WAS,NYG,9
10,38,3.5,-28,CHI,MIN,9
31,14,8,17,NO,NE,10
28,20,7,8,BUF,PIT,10
37,3,6.5,34,DAL,DET,10
27,16,6,11,DEN,NYJ,10
14,24,11,-10,HOU,CLE,10
16,14,6,2,KC,SD,10
14,20,5,-6,LAN,PHX,10
28,0,6.5,28,MIA,IND,10
35,7,6,28,MIN,TB,10
27,7,9,20,NYG,GB,10
31,10,6.5,21,PHA,LAA,10
16,3,12.5,13,WAS,SEA,10
28,31,10,-3,CHI,CIN,10
41,3,7,38,SF,ATL,10
17,20,6,-3,CHI,TB,11
35,16,1,19,KC,WAS,11
24,27,8,-3,PHA,GB,11
13,17,6.5,-4,MIN,HOU,11
13,14,2,-1,CLE,SD,11
20,17,7,3,ATL,PHX,11
34,37,7,-3,IND,NE,11
21,20,6.5,1,SF,NO,11
20,3,13,17,LAA,SEA,11
17,14,6.5,3,NYJ,CIN,11
17,14,10,3,PIT,DET,11
23,27,14,-4,DAL,LAN,11
27,13,3.5,14,DEN,NYG,11
26,20,1,6,BUF,MIA,11
13,19,2.5,-6,CIN,DET,12
3,24,4.5,-21,NYJ,NE,12
47,34,3.5,13,PHA,NYG,12
27,10,6.5,17,SF,LAN,12
16,10,8,6,DAL,PHX,12
24,0,4,24,LAA,DEN,12
19,16,4,3,MIA,HOU,12
29,14,8,15,SD,TB,12
3,17,5.5,-14,CHI,GB,12
17,13,9,4,MIN,CLE,12
30,14,11.5,16,PIT,IND,12
41,14,13.5,27,BUF,ATL,12
24,14,12,10,KC,SEA,12
20,3,4,17,NO,WAS,12
24,21,2.5,3,HOU,DET,13
30,3,15,27,DAL,NYG,13
27,14,3.5,13,CLE,CHI,13
23,7,5.5,16,KC,NYJ,13
31,17,2,14,MIN,LAN,13
21,9,7,12,PIT,CIN,13
13,16,16,-3,BUF,IND,13
19,14,5,5,GB,TB,13
24,13,3.5,11,NO,MIA,13
20,14,6.5,6,SF,PHA,13
34,0,5.5,34,ATL,NE,13
41,3,8.5,38,WAS,PHX,13
27,3,3.5,24,SD,LAA,13
13,16,5,-3,DEN,SEA,13
22,14,10,8,NO,ATL,14
0,6,1,-6,NE,IND,14
31,27,4.5,4,DAL,DEN,14
28,10,6.5,18,WAS,NYG,14
7,28,2.5,-21,KC,LAA,14
38,10,3.5,28,GB,DET,14
27,21,4.5,6,SD,PHX,14
28,17,5.5,11,PHA,MIN,14
37,21,10,16,CLE,CIN,14
27,3,8,24,SF,MIA,14
17,24,17.5,-7,BUF,NYJ,14
20,14,13.5,6,PIT,SEA,14
27,31,1,-4,TB,LAN,14
24,7,11,17,HOU,CHI,14
27,17,14,10,BUF,DEN,15
0,19,3.5,-19,NYG,PHX,15
20,17,3.5,3,WAS,DAL,15
20,17,5.5,3,SF,MIN,15
37,14,5,23,NO,LAN,15
20,17,9.5,3,PHA,SEA,15
6,30,4,-24,PIT,CHI,15
7,35,0,-28,TB,ATL,15
14,24,2.5,-10,CLE,DET,15
6,10,5.5,-4,NYJ,IND,15
27,10,14,17,SD,CIN,15
27,20,16,7,KC,NE,15
14,16,7,-2,HOU,GB,15
20,7,6,13,MIA,LAA,15
21,35,9,-14,KC,NYG,16
21,14,20,7,SF,TB,16
16,20,3,-4,NO,BUF,16
16,3,2.5,13,DET,CHI,16
17,14,1.5,3,HOU,CLE,16
16,13,2.5,3,IND,PHX,16
3,6,1.5,-3,PIT,MIN,16
20,10,4.5,10,CIN,NE,16
28,13,6.5,15,GB,LAN,16
36,14,3,22,SD,LAA,16
17,13,3,4,PHA,WAS,16
10,6,8.5,4,DEN,SEA,16
19,17,11.5,2,MIA,NYJ,16
41,17,7,24,DAL,ATL,16
20,0,7.5,20,NO,NYJ,17
20,21,14,-1,WAS,LAA,17
16,13,10,3,MIA,NE,17
21,17,1.5,4,IND,CIN,17
38,27,1.5,11,LAN,ATL,17
42,20,7,22,KC,DEN,17
3,7,6.5,-4,PHX,TB,17
27,14,11.5,13,DAL,CHI,17
20,10,8.5,10,PHA,NYG,17
23,13,6.5,10,PIT,CLE,17
27,7,2,20,MIN,GB,17
31,14,9.5,17,SD,SEA,17
3,27,4,-24,BUF,HOU,17
24,6,13.5,18,SF,DET,17
